UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
3201,M18060,M,300.1,309.2,1454,44.4,19,0,No Failure
3202,L50381,L,300.2,309.1,1479,47,22,0,No Failure
3203,L50382,L,300.2,309.2,1430,43.4,24,0,No Failure
3204,M18063,M,300.1,309.1,1533,38,26,0,No Failure
3205,L50384,L,300.1,309,1404,54.8,29,0,No Failure
3206,M18065,M,300.1,308.9,1548,38.4,31,0,No Failure
3207,M18066,M,300.1,309,1612,33,34,0,No Failure
3208,M18067,M,300.2,309,1642,31.2,37,0,No Failure
3209,M18068,M,300.2,309.1,1406,42.2,40,0,No Failure
3210,L50389,L,300.3,309.2,1587,31.4,43,0,No Failure
3211,M18070,M,300.3,309.2,1364,47.6,45,0,No Failure
3212,L50391,L,300.3,309.2,1462,51.4,48,0,No Failure
3213,L50392,L,300.3,309.2,1649,32.4,50,0,No Failure
3214,L50393,L,300.4,309.2,1752,29,52,0,No Failure
3215,H32628,H,300.4,309.3,1396,51.2,54,0,No Failure
3216,M18075,M,300.5,309.4,2179,16.3,59,0,No Failure
3217,L50396,L,300.5,309.5,1653,27.6,62,0,No Failure
3218,L50397,L,300.6,309.5,2025,21.4,64,0,No Failure
3219,L50398,L,300.6,309.6,1426,53.6,66,0,No Failure
3220,M18079,M,300.6,309.6,1503,38.4,68,0,No Failure
3221,M18080,M,300.7,309.6,1525,36.5,71,0,No Failure
3222,L50401,L,300.6,309.6,1423,49.1,74,0,No Failure
3223,M18082,M,300.7,309.7,1435,44.7,76,0,No Failure
3224,H32637,H,300.6,309.5,1495,36.5,79,0,No Failure
3225,M18084,M,300.6,309.5,1557,33.8,84,0,No Failure
3226,L50405,L,300.6,309.4,1474,40.7,87,0,No Failure
3227,L50406,L,300.5,309.3,1465,46,89,0,No Failure
3228,M18087,M,300.5,309.3,1589,34.9,91,0,No Failure
3229,L50408,L,300.5,309.3,1475,46.8,94,0,No Failure
3230,L50409,L,300.6,309.4,1442,43.2,96,0,No Failure
3231,L50410,L,300.6,309.4,1556,36,98,0,No Failure
3232,L50411,L,300.7,309.3,1425,45.3,100,0,No Failure
3233,L50412,L,300.7,309.3,1580,38.3,102,0,No Failure
3234,H32647,H,300.8,309.4,1474,40.7,104,0,No Failure
3235,L50414,L,300.8,309.4,1489,38.4,109,0,No Failure
3236,L50415,L,300.8,309.4,1946,20.5,111,0,No Failure
3237,M18096,M,300.8,309.4,1342,62.4,113,1,Heat Dissipation Failure
3238,M18097,M,300.9,309.5,1758,26.8,116,0,No Failure
3239,M18098,M,300.9,309.4,1724,25.6,119,0,No Failure
3240,L50419,L,301,309.5,1430,48.5,122,0,No Failure
3241,L50420,L,300.9,309.5,1612,35.2,124,0,No Failure
3242,H32655,H,300.9,309.5,1469,43.4,126,0,No Failure
3243,L50422,L,300.9,309.6,1384,42.4,131,0,No Failure
3244,L50423,L,301,309.6,1724,28.1,133,0,No Failure
3245,M18104,M,301,309.6,1397,48,135,0,No Failure
3246,M18105,M,301,309.6,1588,32.7,138,0,No Failure
3247,L50426,L,301,309.7,1468,42,141,0,No Failure
3248,M18107,M,301,309.8,1594,31.1,143,0,No Failure
3249,M18108,M,301,309.7,1511,39.3,146,0,No Failure
3250,L50429,L,301.1,309.8,1493,38.9,149,0,No Failure
3251,H32664,H,301.2,309.8,1709,27,151,0,No Failure
3252,L50431,L,301.1,309.6,1501,36.1,156,0,No Failure
3253,L50432,L,301.1,309.7,1668,30.8,158,0,No Failure
3254,L50433,L,301.1,309.6,1502,48.9,160,0,No Failure
3255,M18114,M,301,309.7,1288,58.4,162,0,No Failure
3256,L50435,L,301,309.7,1491,42.9,165,0,No Failure
3257,L50436,L,301.1,309.8,1519,39.6,167,0,No Failure
3258,L50437,L,301.2,309.9,1984,19.7,169,0,No Failure
3259,L50438,L,301.2,309.9,1643,32.9,171,0,No Failure
3260,M18119,M,301.2,310,1625,31.6,173,0,No Failure
3261,M18120,M,301.3,310,2068,17.8,176,0,No Failure
3262,H32675,H,301.3,310.1,1469,39.7,179,0,No Failure
3263,L50442,L,301.3,310.1,1558,36.3,184,0,No Failure
3264,L50443,L,301.3,310,1344,54.8,186,0,No Failure
3265,H32678,H,301.3,310.1,1455,44.1,188,0,No Failure
3266,L50445,L,301.3,310.1,1355,53.6,193,0,No Failure
3267,L50446,L,301.3,310.1,1269,56.8,195,1,Overstrain Failure
3268,L50447,L,301.3,310,1550,41.5,197,0,No Failure
3269,M18128,M,301.3,310.1,1525,37.8,199,0,No Failure
3270,M18129,M,301.3,310,1696,32.4,202,0,No Failure
3271,L50450,L,301.4,310.1,1937,21.8,205,0,No Failure
3272,M18131,M,301.4,310,1689,32.1,207,0,No Failure
3273,M18132,M,301.3,310,1593,30.8,210,0,No Failure
3274,M18133,M,301.3,309.9,1565,36,213,0,No Failure
3275,L50454,L,301.3,310,1665,31.4,0,0,No Failure
3276,H32689,H,301.3,310,1532,36.3,2,0,No Failure
3277,L50456,L,301.3,310,1438,40.9,7,0,No Failure
3278,L50457,L,301.3,310.1,1531,41.6,9,0,No Failure
3279,L50458,L,301.3,310,1506,40.8,11,0,No Failure
3280,L50459,L,301.2,309.9,1382,52.4,13,0,No Failure
3281,M18140,M,301.2,309.9,1456,50.8,15,0,No Failure
3282,M18141,M,301.2,310,1445,45.6,18,0,No Failure
3283,L50462,L,301.2,309.9,1515,40.9,21,0,No Failure
3284,L50463,L,301.2,309.9,1449,45.5,23,0,No Failure
3285,H32698,H,301.2,309.9,1362,50.7,25,0,No Failure
3286,L50465,L,301.2,309.9,1687,29.7,30,0,No Failure
3287,L50466,L,301.2,310,1618,37.6,32,0,No Failure
3288,M18147,M,301.2,310.1,1558,32.6,34,0,No Failure
3289,L50468,L,301.3,310.1,1662,31,37,0,No Failure
3290,M18149,M,301.2,310.1,1295,56.6,39,0,No Failure
3291,L50470,L,301.2,310.2,1385,42.3,42,0,No Failure
3292,M18151,M,301.2,310.1,1479,45.5,44,0,No Failure
3293,L50472,L,301.3,310.3,1400,44.3,47,0,No Failure
3294,M18153,M,301.2,310.3,1357,54.5,49,0,No Failure
3295,L50474,L,301.1,310.2,1657,34.1,52,0,No Failure
3296,L50475,L,301.1,310.2,1496,43.4,54,0,No Failure
3297,M18156,M,301.2,310.3,1379,43.2,56,0,No Failure
3298,L50477,L,301.2,310.3,1548,38.6,59,0,No Failure
3299,L50478,L,301.2,310.3,1499,38.1,61,0,No Failure
3300,L50479,L,301.3,310.5,1390,45.8,63,0,No Failure
3301,H32714,H,301.3,310.4,1538,38.4,65,0,No Failure
3302,L50481,L,301.3,310.5,1365,47.7,70,0,No Failure
3303,L50482,L,301.3,310.5,1503,48.6,72,0,No Failure
3304,L50483,L,301.2,310.4,1390,49.9,74,0,No Failure
3305,L50484,L,301.2,310.3,1497,45.7,76,0,No Failure
3306,M18165,M,301.3,310.4,1577,48.3,78,0,No Failure
3307,L50486,L,301.4,310.5,1432,54.3,81,0,No Failure
3308,M18167,M,301.4,310.5,1563,39.9,83,0,No Failure
3309,L50488,L,301.4,310.4,1433,43.4,86,0,No Failure
3310,L50489,L,301.3,310.4,1384,50.1,88,0,No Failure
3311,L50490,L,301.3,310.4,1346,46.7,90,0,No Failure
3312,L50491,L,301.3,310.4,1459,44.7,92,0,No Failure
3313,L50492,L,301.4,310.4,1639,28.9,94,0,No Failure
3314,L50493,L,301.4,310.4,1737,31.9,96,0,No Failure
3315,L50494,L,301.4,310.5,1489,43.5,98,0,No Failure
3316,M18175,M,301.5,310.6,1492,43,100,0,No Failure
3317,M18176,M,301.4,310.5,1217,60.6,103,0,No Failure
3318,L50497,L,301.5,310.5,1636,28.7,106,0,No Failure
3319,L50498,L,301.4,310.4,1436,49.7,108,0,No Failure
3320,L50499,L,301.4,310.4,1689,30.6,110,0,No Failure
3321,L50500,L,301.5,310.5,2289,16.4,112,0,No Failure
3322,L50501,L,301.5,310.6,1522,41,114,0,No Failure
3323,L50502,L,301.5,310.5,1351,52.9,116,0,No Failure
3324,L50503,L,301.5,310.5,1589,36.7,118,0,No Failure
3325,L50504,L,301.5,310.6,1578,34.1,120,0,No Failure
3326,L50505,L,301.5,310.6,1587,33.7,122,0,No Failure
3327,L50506,L,301.5,310.6,1962,20.2,124,0,No Failure
3328,M18187,M,301.5,310.6,2432,14.2,126,0,No Failure
3329,L50508,L,301.6,310.6,1418,43.9,129,0,No Failure
3330,L50509,L,301.6,310.7,1683,29.7,131,0,No Failure
3331,L50510,L,301.7,310.8,1385,50.7,133,0,No Failure
3332,L50511,L,301.7,310.8,1559,44.5,135,0,No Failure
3333,M18192,M,301.7,310.8,1671,31.6,137,0,No Failure
3334,M18193,M,301.6,310.8,1343,49.5,140,0,No Failure
3335,M18194,M,301.6,310.8,1548,34.2,143,0,No Failure
3336,L50515,L,301.7,310.9,1705,31.2,146,0,No Failure
3337,L50516,L,301.6,310.8,1535,35.4,148,0,No Failure
3338,L50517,L,301.6,310.8,1564,34.1,150,0,No Failure
3339,M18198,M,301.6,310.9,1510,40.9,152,0,No Failure
3340,L50519,L,301.6,310.9,1492,45.2,155,0,No Failure
3341,M18200,M,301.5,310.8,1452,44.1,157,0,No Failure
3342,H32755,H,301.4,310.7,1329,52,160,0,No Failure
3343,L50522,L,301.5,310.8,1382,52.4,165,0,No Failure
3344,M18203,M,301.5,310.8,1628,36.4,167,0,No Failure
3345,L50524,L,301.4,310.7,1706,27.9,170,0,No Failure
3346,L50525,L,301.3,310.7,1594,34.1,172,0,No Failure
3347,L50526,L,301.3,310.7,1761,24.3,174,0,No Failure
3348,L50527,L,301.3,310.6,1529,41.8,176,0,No Failure
3349,M18208,M,301.3,310.7,1532,40.7,178,0,No Failure
3350,L50529,L,301.4,310.7,1673,27.8,181,0,No Failure
3351,L50530,L,301.4,310.8,1285,62.6,183,1,Overstrain Failure
3352,L50531,L,301.4,310.8,1680,31.4,185,0,No Failure
3353,L50532,L,301.4,310.8,1610,34.6,187,0,No Failure
3354,L50533,L,301.6,310.9,1632,31.6,189,0,No Failure
3355,L50534,L,301.6,310.9,1559,40.2,191,0,No Failure
3356,L50535,L,301.5,310.8,1367,49,193,0,No Failure
3357,L50536,L,301.6,310.8,1355,57.8,195,1,Overstrain Failure
3358,H32771,H,301.6,310.7,1414,51.7,197,0,No Failure
3359,L50538,L,301.5,310.6,1522,36.6,202,0,No Failure
3360,L50539,L,301.5,310.6,1525,41.9,204,0,No Failure
3361,L50540,L,301.5,310.6,1394,46.5,206,0,No Failure
3362,L50541,L,301.5,310.6,1519,40.7,208,0,No Failure
3363,L50542,L,301.4,310.6,1445,43.9,210,0,No Failure
3364,L50543,L,301.4,310.6,1555,43.3,212,0,No Failure
3365,L50544,L,301.4,310.5,1633,39.5,0,0,No Failure
3366,M18225,M,301.4,310.6,1630,30.3,2,0,No Failure
3367,M18226,M,301.4,310.7,1692,32.3,5,0,No Failure
3368,H32781,H,301.5,310.7,1790,26.2,8,0,No Failure
3369,L50548,L,301.5,310.8,1350,58.5,13,0,No Failure
3370,L50549,L,301.5,310.9,2760,8,15,1,Power Failure
3371,L50550,L,301.4,310.7,1584,32.2,17,0,No Failure
3372,L50551,L,301.4,310.7,1989,21.8,19,0,No Failure
3373,L50552,L,301.4,310.8,1431,44.3,21,0,No Failure
3374,L50553,L,301.4,310.7,1568,35.2,23,0,No Failure
3375,L50554,L,301.4,310.7,1376,50.6,25,0,No Failure
3376,M18235,M,301.4,310.6,1459,46.9,27,0,No Failure
3377,M18236,M,301.5,310.8,1385,47.5,30,0,No Failure
3378,H32791,H,301.5,310.8,1591,29.6,33,0,No Failure
3379,L50558,L,301.5,310.7,1568,33.1,38,0,No Failure
3380,M18239,M,301.4,310.7,1459,37.7,40,0,No Failure
3381,L50560,L,301.4,310.7,1590,36.3,43,0,No Failure
3382,L50561,L,301.3,310.6,1376,47.6,45,0,No Failure
3383,L50562,L,301.3,310.6,1510,38.5,47,0,No Failure
3384,H32797,H,301.4,310.6,1674,33.6,49,0,No Failure
3385,L50564,L,301.3,310.6,1426,40.7,54,0,No Failure
3386,L50565,L,301.5,310.7,1466,43.6,56,0,No Failure
3387,H32800,H,301.5,310.8,1474,38.7,58,0,No Failure
3388,M18247,M,301.6,310.8,1290,65.3,63,0,No Failure
3389,M18248,M,301.7,310.9,1435,48,66,0,No Failure
3390,M18249,M,301.5,310.7,1416,53.2,69,0,No Failure
3391,H32804,H,301.5,310.7,1599,40.4,72,0,No Failure
3392,L50571,L,301.5,310.7,1466,47.3,77,0,No Failure
3393,L50572,L,301.5,310.7,1408,47.3,79,0,No Failure
3394,L50573,L,301.5,310.6,1490,48.1,81,0,No Failure
3395,L50574,L,301.5,310.6,1405,42.3,83,0,No Failure
3396,L50575,L,301.4,310.5,1647,33.3,85,0,No Failure
3397,M18256,M,301.4,310.6,1459,35,87,0,No Failure
3398,L50577,L,301.4,310.6,1648,30.7,90,0,No Failure
3399,L50578,L,301.4,310.7,1675,30.7,92,0,No Failure
3400,L50579,L,301.4,310.7,1605,34.2,94,0,No Failure
3401,H32814,H,301.4,310.7,1536,44.4,96,0,No Failure
3402,M18261,M,301.4,310.7,1617,34.3,101,0,No Failure
3403,L50582,L,301.4,310.6,1347,53.3,104,0,No Failure
3404,L50583,L,301.3,310.5,1337,52.7,106,0,No Failure
3405,L50584,L,301.3,310.4,1695,30.9,108,0,No Failure
3406,M18265,M,301.3,310.4,1635,32.5,110,0,No Failure
3407,L50586,L,301.2,310.4,1470,44,113,0,No Failure
3408,L50587,L,301.2,310.4,1381,49.8,115,0,No Failure
3409,M18268,M,301.2,310.4,1382,41.6,117,0,No Failure
3410,M18269,M,301.2,310.4,1697,30,120,0,No Failure
3411,L50590,L,301.2,310.3,1451,39.7,123,0,No Failure
3412,L50591,L,301.3,310.3,1419,55.7,125,0,No Failure
3413,L50592,L,301.3,310.3,1313,55.6,127,0,No Failure
3414,L50593,L,301.3,310.3,1560,36.3,129,0,No Failure
3415,L50594,L,301.3,310.3,1555,41.2,131,0,No Failure
3416,L50595,L,301.4,310.4,1579,36.9,133,0,No Failure
3417,L50596,L,301.5,310.5,1435,44.6,135,0,No Failure
3418,L50597,L,301.6,310.6,1621,33.7,137,0,No Failure
3419,H32832,H,301.6,310.6,1555,40.4,139,0,No Failure
3420,L50599,L,301.5,310.5,1611,33.8,144,0,No Failure
3421,L50600,L,301.6,310.6,1834,23.5,146,0,No Failure
3422,M18281,M,301.5,310.5,1612,29.8,148,0,No Failure
3423,L50602,L,301.5,310.4,1629,34.1,151,0,No Failure
3424,L50603,L,301.4,310.4,1496,35.2,153,0,No Failure
3425,L50604,L,301.5,310.5,1593,32.9,155,0,No Failure
3426,M18285,M,301.5,310.5,1623,33.5,157,0,No Failure
3427,L50606,L,301.5,310.5,1380,48.7,160,0,No Failure
3428,L50607,L,301.6,310.6,1562,34.4,162,0,No Failure
3429,L50608,L,301.6,310.6,1391,49.4,164,0,No Failure
3430,H32843,H,301.5,310.5,1551,34.3,166,0,No Failure
3431,H32844,H,301.6,310.6,1821,26.2,171,0,No Failure
3432,L50611,L,301.6,310.7,1429,43.6,176,0,No Failure
3433,M18292,M,301.6,310.7,2012,20.7,178,0,No Failure
3434,M18293,M,301.6,310.6,1924,23.6,181,0,No Failure
3435,M18294,M,301.5,310.5,1412,44.1,184,0,No Failure
3436,L50615,L,301.5,310.5,1389,54.9,187,0,No Failure
3437,L50616,L,301.5,310.5,1466,48.1,189,0,No Failure
3438,L50617,L,301.5,310.5,2297,15.8,191,0,No Failure
3439,L50618,L,301.4,310.4,1471,37.5,193,0,No Failure
3440,L50619,L,301.4,310.3,1492,41.4,195,0,No Failure
3441,L50620,L,301.3,310.3,1460,41.5,197,0,No Failure
3442,L50621,L,301.4,310.4,1559,39.4,199,0,No Failure
3443,M18302,M,301.4,310.5,1495,52.5,201,0,No Failure
3444,L50623,L,301.5,310.5,1535,39,204,0,No Failure
3445,L50624,L,301.5,310.6,1381,50.7,206,0,No Failure
3446,M18305,M,301.6,310.6,1599,36.1,208,0,No Failure
3447,H32860,H,301.6,310.6,1400,49.5,211,0,No Failure
3448,L50627,L,301.7,310.6,1624,34.5,216,0,No Failure
3449,L50628,L,301.6,310.6,1478,36.6,218,0,No Failure
3450,L50629,L,301.7,310.7,1605,33.3,220,0,No Failure
3451,L50630,L,301.6,310.6,1506,43.4,222,0,No Failure
3452,L50631,L,301.6,310.6,1455,43.9,0,0,No Failure
3453,H32866,H,301.6,310.5,1602,32.3,2,0,Random Failures
3454,L50633,L,301.5,310.4,1425,54.4,7,0,No Failure
3455,L50634,L,301.5,310.4,1918,21.8,9,0,No Failure
3456,H32869,H,301.4,310.3,1611,41.5,11,0,No Failure
3457,H32870,H,301.4,310.4,1610,38.6,16,0,No Failure
3458,M18317,M,301.5,310.4,2639,12,21,1,Power Failure
3459,L50638,L,301.5,310.4,1329,46.6,24,0,No Failure
3460,L50639,L,301.5,310.4,1270,54.2,26,0,No Failure
3461,L50640,L,301.5,310.3,1415,41.6,28,0,No Failure
3462,H32875,H,301.6,310.4,1330,49.5,30,0,No Failure
3463,H32876,H,301.6,310.5,1786,27.1,35,0,No Failure
3464,L50643,L,301.6,310.5,1809,25.5,40,0,No Failure
3465,L50644,L,301.7,310.6,1303,59.7,42,0,No Failure
3466,M18325,M,301.8,310.7,1383,45.7,44,0,No Failure
3467,L50646,L,301.7,310.6,1447,56.9,47,0,No Failure
3468,L50647,L,301.8,310.7,1461,44.2,49,0,No Failure
3469,L50648,L,301.8,310.7,2092,18.6,51,0,No Failure
3470,M18329,M,301.8,310.7,1429,47.9,53,0,No Failure
3471,L50650,L,301.8,310.8,1736,26.5,56,0,No Failure
3472,L50651,L,301.8,310.7,1441,49.3,58,0,No Failure
3473,L50652,L,301.8,310.7,1523,43.3,60,0,No Failure
3474,M18333,M,301.8,310.8,1691,33.4,62,0,No Failure
3475,M18334,M,301.9,310.8,1557,35.3,65,0,No Failure
3476,L50655,L,301.8,310.7,1644,33.4,68,0,No Failure
3477,L50656,L,301.8,310.6,1522,43.8,70,0,No Failure
3478,L50657,L,301.8,310.7,1547,41.7,72,0,No Failure
3479,L50658,L,301.8,310.7,1597,30.8,74,0,No Failure
3480,M18339,M,301.8,310.8,1619,31,76,0,No Failure
3481,L50660,L,301.9,310.8,1400,58.2,79,0,No Failure
3482,L50661,L,302,310.9,1663,31.5,81,0,No Failure
3483,L50662,L,301.9,310.8,1540,37.6,83,0,No Failure
3484,H32897,H,301.9,310.8,1455,42.7,85,0,No Failure
3485,L50664,L,301.9,310.8,1519,39,90,0,No Failure
3486,L50665,L,301.9,310.8,1427,47.7,92,0,No Failure
3487,L50666,L,301.9,310.8,1650,29.8,94,0,No Failure
3488,M18347,M,301.8,310.8,1508,38.8,96,0,No Failure
3489,L50668,L,301.9,310.9,1379,54.8,99,0,No Failure
3490,L50669,L,301.9,310.9,1542,36.7,101,0,No Failure
3491,M18350,M,301.9,310.9,1763,28.4,103,0,No Failure
3492,H32905,H,301.9,310.9,1590,34.3,106,0,No Failure
3493,H32906,H,301.9,311,1336,63.6,111,0,No Failure
3494,M18353,M,301.9,311,1638,35.4,116,0,No Failure
3495,L50674,L,301.9,311,1356,45.7,119,0,No Failure
3496,M18355,M,301.9,311,1384,47.4,121,0,No Failure
3497,L50676,L,301.9,310.9,1309,48,124,0,No Failure
3498,L50677,L,301.9,311,1642,33.1,126,0,No Failure
3499,L50678,L,301.9,311,1289,54.9,128,0,No Failure
3500,L50679,L,301.9,311,1353,43.8,130,0,No Failure
3501,H32914,H,301.9,311,1871,26,132,0,No Failure
3502,H32915,H,301.9,311,1291,63.6,137,0,No Failure
3503,M18362,M,301.8,310.9,1346,44.6,142,0,No Failure
3504,L50683,L,301.7,310.8,1493,47.6,145,0,No Failure
3505,M18364,M,301.7,310.8,1524,41.3,147,0,No Failure
3506,L50685,L,301.6,310.8,1726,26.7,150,0,No Failure
3507,H32920,H,301.6,310.8,1435,47.2,152,0,No Failure
3508,M18367,M,301.7,310.8,1502,34.4,157,0,No Failure
3509,L50688,L,301.7,310.9,1608,33,160,0,No Failure
3510,L50689,L,301.8,311,1771,27.2,162,0,No Failure
3511,L50690,L,301.7,311,1474,42.6,164,0,No Failure
3512,L50691,L,301.8,311,1322,53,166,0,No Failure
3513,M18372,M,301.8,311,1393,49.5,168,0,No Failure
3514,M18373,M,301.9,311.1,1417,52.5,171,0,No Failure
3515,H32928,H,301.9,311,1430,49.8,174,0,No Failure
3516,M18375,M,301.9,311.1,1605,40,179,0,No Failure
3517,L50696,L,302,311.1,1402,47.8,182,0,No Failure
3518,L50697,L,302,311,1550,35.2,184,0,No Failure
3519,L50698,L,301.9,311,1376,44.9,186,0,No Failure
3520,M18379,M,301.9,310.9,1569,32.5,188,0,No Failure
3521,L50700,L,301.9,311,1669,32.2,191,0,No Failure
3522,L50701,L,301.9,311,1541,38.9,193,0,No Failure
3523,L50702,L,301.8,311,1651,32.5,195,0,No Failure
3524,L50703,L,301.8,310.9,1521,39.3,197,0,No Failure
3525,M18384,M,301.8,310.8,1365,48.2,199,0,No Failure
3526,L50705,L,301.8,310.9,1609,31.7,202,0,No Failure
3527,H32940,H,301.8,310.8,1470,37.6,204,0,No Failure
3528,M18387,M,301.9,310.9,1573,38.9,209,0,No Failure
3529,L50708,L,302,310.9,1378,53.1,212,1,Overstrain Failure
3530,L50709,L,301.9,310.9,1567,39,214,1,Tool Wear Failure
3531,M18390,M,301.9,310.9,1441,43.7,0,0,No Failure
3532,M18391,M,301.9,310.9,1641,33.2,3,0,No Failure
3533,L50712,L,301.9,310.9,1486,40.3,6,0,No Failure
3534,L50713,L,302,311,1563,36.2,8,0,No Failure
3535,M18394,M,302,311.1,1769,26,10,0,No Failure
3536,H32949,H,301.9,311,1672,29.9,13,0,No Failure
3537,L50716,L,302,311,1632,34.2,18,0,No Failure
3538,M18397,M,302,311,1980,21.5,20,0,No Failure
3539,L50718,L,302,311.1,1635,36,23,0,No Failure
3540,L50719,L,302,311,1686,32.5,25,0,No Failure
3541,L50720,L,301.9,310.9,1574,31.4,27,0,No Failure
3542,L50721,L,301.8,310.8,1546,43.4,29,0,No Failure
3543,L50722,L,301.8,310.9,1899,24.7,31,0,No Failure
3544,L50723,L,301.8,310.9,1449,36.5,33,0,No Failure
3545,M18404,M,301.9,310.9,1483,37,35,0,No Failure
3546,L50725,L,301.8,310.8,1576,38.6,38,0,No Failure
3547,M18406,M,301.9,310.9,1317,51.9,40,0,No Failure
3548,M18407,M,301.9,311,1467,48.1,43,0,No Failure
3549,L50728,L,301.9,310.9,1616,34.5,46,0,No Failure
3550,M18409,M,301.8,310.9,1299,60.4,48,0,No Failure
3551,M18410,M,301.9,311,1432,41.5,51,0,No Failure
3552,L50731,L,301.9,310.9,1799,24.2,54,0,No Failure
3553,M18412,M,301.8,310.9,1358,52.3,56,0,No Failure
3554,M18413,M,301.8,310.8,1618,37.8,59,0,No Failure
3555,L50734,L,301.9,310.8,1525,43.2,62,0,No Failure
3556,L50735,L,301.8,310.7,1551,37.7,64,0,No Failure
3557,L50736,L,301.9,310.8,1735,31.5,66,0,No Failure
3558,M18417,M,301.8,310.7,1309,43.3,68,0,No Failure
3559,L50738,L,301.7,310.6,1743,26.2,71,0,No Failure
3560,M18419,M,301.7,310.7,1659,29.9,73,0,No Failure
3561,L50740,L,301.8,310.7,1680,32.4,76,0,No Failure
3562,L50741,L,301.7,310.6,1486,38.5,78,0,No Failure
3563,L50742,L,301.7,310.6,1471,43.8,80,0,No Failure
3564,M18423,M,301.8,310.7,1465,35.8,82,0,No Failure
3565,M18424,M,301.7,310.6,1492,42.2,85,0,No Failure
3566,M18425,M,301.8,310.7,1420,52,88,0,No Failure
3567,L50746,L,301.8,310.6,1295,62.3,91,0,No Failure
3568,L50747,L,301.8,310.5,1548,34.1,93,0,No Failure
3569,L50748,L,301.8,310.6,1372,54.7,95,0,No Failure
3570,M18429,M,301.8,310.6,1552,35.9,97,0,No Failure
3571,H32984,H,301.8,310.6,1441,46.3,100,0,No Failure
3572,M18431,M,301.7,310.6,1691,27.7,105,0,No Failure
3573,L50752,L,301.8,310.6,1451,50.7,108,0,No Failure
3574,L50753,L,301.8,310.6,1452,48.4,110,0,No Failure
3575,L50754,L,301.7,310.6,1406,46,112,0,No Failure
3576,L50755,L,301.7,310.5,1567,39.1,114,0,No Failure
3577,L50756,L,301.6,310.4,1599,41.7,116,0,No Failure
3578,M18437,M,301.6,310.4,1455,39,118,0,No Failure
3579,M18438,M,301.7,310.5,1625,35.9,121,0,No Failure
3580,L50759,L,301.8,310.6,2672,11.8,124,1,Power Failure
3581,L50760,L,301.8,310.6,1650,31.9,126,0,No Failure
3582,M18441,M,301.8,310.6,1459,40.2,128,0,No Failure
3583,L50762,L,301.8,310.6,1395,50.5,131,0,No Failure
3584,L50763,L,301.8,310.7,1751,29.3,133,0,No Failure
3585,L50764,L,301.8,310.6,1192,68.9,135,0,No Failure
3586,L50765,L,301.9,310.7,1947,25,137,0,No Failure
3587,L50766,L,301.8,310.5,1593,34.9,139,0,No Failure
3588,H33001,H,301.8,310.5,1478,38.6,141,0,No Failure
3589,M18448,M,301.7,310.6,1505,44.5,146,0,No Failure
3590,L50769,L,301.7,310.5,2465,13.7,149,0,No Failure
3591,L50770,L,301.8,310.6,1403,46.8,151,0,No Failure
3592,M18451,M,301.7,310.5,1458,41.4,153,0,No Failure
3593,H33006,H,301.6,310.4,1369,45.4,156,0,No Failure
3594,M18453,M,301.6,310.4,1377,44.9,161,0,No Failure
3595,M18454,M,301.6,310.4,1452,45.7,164,0,No Failure
3596,L50775,L,301.6,310.4,1517,41.1,167,0,No Failure
3597,L50776,L,301.7,310.5,1354,50,169,0,No Failure
3598,M18457,M,301.7,310.5,1724,33,171,0,No Failure
3599,L50778,L,301.7,310.5,1399,53.2,174,0,No Failure
3600,H33013,H,301.7,310.5,1388,50.5,176,0,No Failure
3601,L50780,L,301.7,310.5,1523,34.7,181,0,No Failure
3602,L50781,L,301.7,310.5,1377,43.1,183,0,No Failure
3603,M18462,M,301.7,310.6,1417,45.2,185,0,No Failure
3604,L50783,L,301.7,310.7,1542,40,188,0,No Failure
3605,L50784,L,301.8,310.8,1557,33.3,190,0,No Failure
3606,L50785,L,301.7,310.7,1641,31.9,192,0,No Failure
3607,L50786,L,301.7,310.7,1318,55,194,0,No Failure
3608,L50787,L,301.6,310.7,1638,33.8,196,0,No Failure
3609,M18468,M,301.7,310.8,1954,21.6,198,0,No Failure
3610,M18469,M,301.7,310.9,1644,32.5,201,0,No Failure
3611,M18470,M,301.7,310.8,1594,32.4,204,0,No Failure
3612,L50791,L,301.7,310.9,1405,46.4,207,1,Tool Wear Failure
3613,L50792,L,301.7,310.8,1622,37.8,0,0,No Failure
3614,L50793,L,301.7,310.9,1557,39.4,2,0,No Failure
3615,L50794,L,301.8,311,1606,33.3,4,0,No Failure
3616,M18475,M,301.8,311.1,1647,31.6,6,0,No Failure
3617,M18476,M,301.8,311.1,1413,42.2,9,0,No Failure
3618,L50797,L,301.8,311,1529,41.6,12,0,No Failure
3619,L50798,L,301.9,311.1,1448,46.3,14,0,No Failure
3620,L50799,L,301.9,311.2,1435,44.2,16,0,No Failure
3621,H33034,H,301.9,311.2,1474,41.8,18,0,No Failure
3622,L50801,L,301.9,311.2,1657,29.1,23,0,No Failure
3623,L50802,L,302,311.3,1509,39.9,25,0,No Failure
3624,M18483,M,302,311.3,1530,36.4,27,0,No Failure
3625,M18484,M,302,311.4,1587,35.9,30,0,No Failure
3626,M18485,M,302.1,311.4,1467,43.4,33,0,No Failure
3627,M18486,M,302.2,311.5,1360,53,36,0,No Failure
